         516  0.128396824       1.77733332E-03
         517  0.117790647       1.63053989E-03
         518  0.108012527       1.49520417E-03
         519   9.87686142E-02   1.36725977E-03
         520   9.04879794E-02   1.25264598E-03
         521   8.28646943E-02   1.14712876E-03
         522   7.60319084E-02   1.05255144E-03
         523   6.95654228E-02   9.63043247E-04
         524   6.36205897E-02   8.80754087E-04
         525   5.82995228E-02   8.07098171E-04
         526   5.34010530E-02   7.39290845E-04
         527   4.88935523E-02   6.76894910E-04
         528   4.47476432E-02   6.19503437E-04
         529   4.09360714E-02   5.66739589E-04
         530   3.74333933E-02   5.18251152E-04
         531   3.43017429E-02   4.74898348E-04
         532   3.13406736E-02   4.33906564E-04
         533   2.86955331E-02   3.97288037E-04
         534   2.62631737E-02   3.63614759E-04
         535   2.40274481E-02   3.32663301E-04
         536   2.19732858E-02   3.04225192E-04
         537   2.00867336E-02   2.78107240E-04
         538   1.84023045E-02   2.54787330E-04
         539   1.68091506E-02   2.32730905E-04
         540   1.53878229E-02   2.13053121E-04
         541   1.40813990E-02   1.94966007E-04
         542   1.28810387E-02   1.78347211E-04
         543   1.17785791E-02   1.63083707E-04
         544   1.07664317E-02   1.49070474E-04
         545   9.83755384E-03   1.36210016E-04
         546   9.00947675E-03   1.24745071E-04
         547   8.22609384E-03   1.13898903E-04
         548   7.52823986E-03   1.04236824E-04
         549   6.86856313E-03   9.51032634E-05
         550   6.28136238E-03   8.69731448E-05
         551   5.74232731E-03   7.95098458E-05
         552   5.24768746E-03   7.26611906E-05
         553   4.80714440E-03   6.65615298E-05
         554   4.38999990E-03   6.07857983E-05
         555   4.01873887E-03   5.56453488E-05
         556   3.66745191E-03   5.07814257E-05
         557   3.35502811E-03   4.64555924E-05
         558   3.06819519E-03   4.24840728E-05
         559   2.80495337E-03   3.88391818E-05
         560   2.56344187E-03   3.54951553E-05
         561   2.34194519E-03   3.24282519E-05
         562   2.13887519E-03   2.96164817E-05
         563   1.95276376E-03   2.70395085E-05
         564   1.78735668E-03   2.47492062E-05
         565   1.63545134E-03   2.26458596E-05
         566   1.49168470E-03   2.06551867E-05
         567   1.36404065E-03   1.88877566E-05
         568   1.24692905E-03   1.72661603E-05
         569   1.13951694E-03   1.57788636E-05
         570   1.04103168E-03   1.44151700E-05
         571   9.53552488E-04   1.32038685E-05
         572   8.70603952E-04   1.20553032E-05
         573   7.96971668E-04   1.10357296E-05
         574   7.27196690E-04   1.00695688E-05
         575   6.65297150E-04   9.21245555E-06
         576   6.08487811E-04   8.42582176E-06
         577   5.56367100E-04   7.70411134E-06
         578   5.08561905E-04   7.04215472E-06
         579   4.64728189E-04   6.43519161E-06
         580   4.24548343E-04   5.87882096E-06
         581   3.87729233E-04   5.36898506E-06
         582   3.55076540E-04   4.91684159E-06
         583   3.24095658E-04   4.48784704E-06
         584   2.96636892E-04   4.10762323E-06
